Date,Close
29/11/2002,85.550003
2/12/2002,85.239998
3/12/2002,85.360001
4/12/2002,85.800003
5/12/2002,86.019997
6/12/2002,86.169998
9/12/2002,86.650002
10/12/2002,86.879997
11/12/2002,87.459999
12/12/2002,87.379997
13/12/2002,86.529999
16/12/2002,85.879997
17/12/2002,85.879997
18/12/2002,86.550003
19/12/2002,87.32
20/12/2002,87.379997
23/12/2002,87.400002
24/12/2002,87.889999
26/12/2002,88.059998
27/12/2002,89.029999
30/12/2002,89.239998
31/12/2002,88.57
2/1/2003,86.279999
3/1/2003,86.480003
6/1/2003,86.25
7/1/2003,86.559998
8/1/2003,86.989998
9/1/2003,85.32
10/1/2003,85.540001
13/01/2003,85.68
14/01/2003,85.980003
15/01/2003,86.400002
16/01/2003,86.519997
17/01/2003,86.949997
21/01/2003,87.449997
22/01/2003,87.879997
23/01/2003,87.449997
24/01/2003,87.970001
27/01/2003,87.650002
28/01/2003,87.650002
29/01/2003,87.169998
30/01/2003,87.82
31/01/2003,88.059998
3/2/2003,87.879997
4/2/2003,88.269997
5/2/2003,87.510002
6/2/2003,88.220001
7/2/2003,88.419998
10/2/2003,87.800003
11/2/2003,87.779999
12/2/2003,88.089996
13/02/2003,88.57
14/02/2003,87.809998
18/02/2003,87.919998
19/02/2003,88.519997
20/02/2003,88.82
21/02/2003,88.300003
24/02/2003,88.720001
25/02/2003,89.129997
26/02/2003,89.75
27/02/2003,89.900002
28/02/2003,90.470001
3/3/2003,90.239998
4/3/2003,90.300003
5/3/2003,90.599998
6/3/2003,90.25
7/3/2003,90.559998
10/3/2003,91.029999
11/3/2003,90.870003
12/3/2003,91.199997
13/03/2003,89.519997
14/03/2003,89.959999
17/03/2003,88.879997
18/03/2003,88.040001
19/03/2003,87.389999
20/03/2003,87.25
21/03/2003,86.050003
24/03/2003,87.410004
25/03/2003,87.309998
26/03/2003,87.489998
27/03/2003,87.550003
28/03/2003,87.75
31/03/2003,88.900002
1/4/2003,88.269997
2/4/2003,87.349998
3/4/2003,87.300003
4/4/2003,87.050003
7/4/2003,86.849998
8/4/2003,87.550003
9/4/2003,87.809998
10/4/2003,87.400002
11/4/2003,87.260002
14/04/2003,87.019997
15/04/2003,87.489998
16/04/2003,87.849998
17/04/2003,87.989998
21/04/2003,87.800003
22/04/2003,87.75
23/04/2003,87.93
24/04/2003,88.720001
25/04/2003,88.919998
28/04/2003,88.779999
29/04/2003,88.629997
30/04/2003,89.449997
1/5/2003,89.019997
2/5/2003,88.32
5/5/2003,88.790001
6/5/2003,89.230003
7/5/2003,90.269997
8/5/2003,90.489998
9/5/2003,90.580002
12/5/2003,91.150002
13/05/2003,91.349998
14/05/2003,92.75
15/05/2003,93.040001
16/05/2003,93.720001
19/05/2003,93.400002
20/05/2003,94.779999
21/05/2003,94.769997
22/05/2003,95.610001
23/05/2003,95.849998
27/05/2003,94.120003
28/05/2003,93.959999
29/05/2003,94.779999
30/05/2003,94.599998
2/6/2003,93.510002
3/6/2003,94.260002
4/6/2003,94.540001
5/6/2003,93.800003
6/6/2003,94.139999
9/6/2003,94.769997
10/6/2003,95.900002
11/6/2003,95.779999
12/6/2003,96.529999
13/06/2003,97.18
16/06/2003,96.260002
17/06/2003,95.5
18/06/2003,94.279999
19/06/2003,94.099998
20/06/2003,93.75
23/06/2003,94.309998
24/06/2003,95.18
25/06/2003,93.660004
26/06/2003,92.400002
27/06/2003,92.07
30/06/2003,92.5
1/7/2003,91.690002
2/7/2003,91.919998
3/7/2003,90.599998
7/7/2003,90.019997
8/7/2003,90.099998
9/7/2003,90.389999
10/7/2003,90.360001
11/7/2003,90.790001
14/07/2003,89.75
15/07/2003,87.650002
16/07/2003,88.150002
17/07/2003,87.879997
18/07/2003,87.699997
21/07/2003,85.839996
22/07/2003,86.260002
23/07/2003,86.550003
24/07/2003,85.790001
25/07/2003,85.559998
28/07/2003,84.410004
29/07/2003,83.260002
30/07/2003,84.199997
31/07/2003,82.949997
1/8/2003,82.510002
4/8/2003,83.220001
5/8/2003,82.029999
6/8/2003,83.650002
7/8/2003,84
8/8/2003,83.660004
11/8/2003,83.239998
12/8/2003,82.849998
13/08/2003,81.25
14/08/2003,82.050003
15/08/2003,82
18/08/2003,82.379997
19/08/2003,83.650002
20/08/2003,83.199997
21/08/2003,83
22/08/2003,83.370003
25/08/2003,82.720001
26/08/2003,83.370003
27/08/2003,82.989998
28/08/2003,83.849998
29/08/2003,83.650002
2/9/2003,82.059998
3/9/2003,82.190002
4/9/2003,82.650002
5/9/2003,84.07
8/9/2003,83.199997
9/9/2003,83.800003
10/9/2003,84.650002
11/9/2003,84.099998
12/9/2003,84.68
15/09/2003,84.550003
16/09/2003,84.419998
17/09/2003,85.470001
18/09/2003,85.529999
19/09/2003,85.629997
22/09/2003,84.949997
23/09/2003,85.529999
24/09/2003,86.269997
25/09/2003,86.699997
26/09/2003,87.480003
29/09/2003,86.779999
30/09/2003,88.220001
1/10/2003,87.519997
2/10/2003,87.120003
3/10/2003,85.290001
6/10/2003,85.660004
7/10/2003,84.669998
8/10/2003,84.650002
9/10/2003,84.050003
10/10/2003,84.550003
13/10/2003,84.220001
14/10/2003,83.639999
15/10/2003,83.230003
16/10/2003,82.900002
17/10/2003,83.540001
20/10/2003,83.82
21/10/2003,84.129997
22/10/2003,84.949997
23/10/2003,84.330002
24/10/2003,85.269997
27/10/2003,85.099998
28/10/2003,85.550003
29/10/2003,84.779999
30/10/2003,84.400002
31/10/2003,85.190002
3/11/2003,84.440002
4/11/2003,84.919998
5/11/2003,84.339996
6/11/2003,83.550003
7/11/2003,83.5
10/11/2003,83.43
11/11/2003,83.440002
12/11/2003,84.050003
13/11/2003,85.349998
14/11/2003,85.919998
17/11/2003,86.050003
18/11/2003,86.580002
19/11/2003,85.620003
20/11/2003,86.449997
21/11/2003,86.5
24/11/2003,85.790001
25/11/2003,86.260002
26/11/2003,85.910004
28/11/2003,85.129997
1/12/2003,84.239998
2/12/2003,84.599998
3/12/2003,84.260002
4/12/2003,84.449997
5/12/2003,85.800003
8/12/2003,85.199997
9/12/2003,84.599998
10/12/2003,84.739998
11/12/2003,85.349998
12/12/2003,85.510002
15/12/2003,85.459999
16/12/2003,85.739998
17/12/2003,86.32
18/12/2003,87.099998
19/12/2003,87.07
22/12/2003,86.830002
23/12/2003,85.849998
24/12/2003,86.660004
26/12/2003,86.980003
29/12/2003,86.199997
30/12/2003,85.849998
31/12/2003,85.449997
2/1/2004,84.440002
5/1/2004,84.220001
6/1/2004,85.150002
7/1/2004,85.489998
8/1/2004,85.459999
9/1/2004,86.949997
12/1/2004,86.879997
13/01/2004,87.470001
14/01/2004,87.900002
15/01/2004,88.230003
16/01/2004,87.610001
20/01/2004,87.589996
21/01/2004,87.800003
22/01/2004,88.440002
23/01/2004,87.379997
26/01/2004,86.849998
27/01/2004,87.389999
28/01/2004,86.620003
29/01/2004,86.440002
30/01/2004,87.040001
2/2/2004,86.5
3/2/2004,86.940002
4/2/2004,86.769997
5/2/2004,86.43
6/2/2004,87.379997
9/2/2004,87.639999
10/2/2004,87.150002
11/2/2004,87.800003
12/2/2004,87.43
13/02/2004,87.800003
17/02/2004,87.739998
18/02/2004,87.860001
19/02/2004,87.949997
20/02/2004,87.339996
23/02/2004,87.879997
24/02/2004,88.040001
25/02/2004,88.18
26/02/2004,87.900002
27/02/2004,88.660004
1/3/2004,88.269997
2/3/2004,87.709999
3/3/2004,87.550003
4/3/2004,87.940002
5/3/2004,89.639999
8/3/2004,90.169998
9/3/2004,90.769997
10/3/2004,90.709999
11/3/2004,90.839996
12/3/2004,90.279999
15/03/2004,90.43
16/03/2004,91.18
17/03/2004,91.029999
18/03/2004,90.550003
19/03/2004,90.43
22/03/2004,90.980003
23/03/2004,91.139999
24/03/2004,91.089996
25/03/2004,90.739998
26/03/2004,89.779999
29/03/2004,89.18
30/03/2004,89.120003
31/03/2004,89.550003
1/4/2004,88.910004
2/4/2004,86.709999
5/4/2004,86.029999
6/4/2004,86.5
7/4/2004,86.300003
8/4/2004,86.050003
12/4/2004,85.739998
13/04/2004,84.809998
14/04/2004,84.739998
15/04/2004,84.239998
16/04/2004,84.559998
19/04/2004,84.379997
20/04/2004,83.610001
21/04/2004,84.019997
22/04/2004,84.519997
23/04/2004,84.040001
26/04/2004,84.18
27/04/2004,84.5
28/04/2004,83.709999
29/04/2004,83.300003
30/04/2004,83.639999
3/5/2004,83.419998
4/5/2004,82.849998
5/5/2004,82.620003
6/5/2004,82.400002
7/5/2004,81.32
10/5/2004,81.129997
11/5/2004,81.5
12/5/2004,80.959999
13/05/2004,80.650002
14/05/2004,81.309998
17/05/2004,82.029999
18/05/2004,81.709999
19/05/2004,81.440002
20/05/2004,82.07
21/05/2004,81.739998
24/05/2004,82
25/05/2004,82.239998
26/05/2004,82.68
27/05/2004,83.330002
28/05/2004,83.099998
1/6/2004,82.019997
2/6/2004,81.809998
3/6/2004,81.980003
4/6/2004,81.5
7/6/2004,81.519997
8/6/2004,81.669998
9/6/2004,81.32
10/6/2004,81.480003
14/06/2004,80.830002
15/06/2004,82.540001
16/06/2004,82.220001
17/06/2004,82.760002
18/06/2004,82.580002
21/06/2004,82.639999
22/06/2004,82.389999
23/06/2004,82.550003
24/06/2004,83.050003
25/06/2004,83.129997
28/06/2004,82.279999
29/06/2004,82.800003
30/06/2004,83.650002
1/7/2004,83.470001
2/7/2004,84.349998
6/7/2004,84.209999
7/7/2004,84.239998
8/7/2004,84.290001
9/7/2004,84.379997
12/7/2004,84.5
13/07/2004,84.25
14/07/2004,84.279999
15/07/2004,84.370003
16/07/2004,85.489998
19/07/2004,85.550003
20/07/2004,84.779999
21/07/2004,84.550003
22/07/2004,84.669998
23/07/2004,84.949997
26/07/2004,84.550003
27/07/2004,83.410004
28/07/2004,83.419998
29/07/2004,83.610001
30/07/2004,84.589996
2/8/2004,84.370003
3/8/2004,84.709999
4/8/2004,84.75
5/8/2004,84.989998
6/8/2004,86.419998
9/8/2004,86.120003
10/8/2004,85.809998
11/8/2004,86.18
12/8/2004,86.360001
13/08/2004,86.639999
16/08/2004,86.339996
17/08/2004,86.830002
18/08/2004,86.410004
19/08/2004,86.620003
20/08/2004,86.540001
23/08/2004,86.040001
24/08/2004,86.089996
25/08/2004,86.389999
26/08/2004,86.879997
27/08/2004,86.82
30/08/2004,87.230003
31/08/2004,87.769997
1/9/2004,87.510002
2/9/2004,86.650002
3/9/2004,86.660004
7/9/2004,86.57
8/9/2004,87.300003
9/9/2004,86.970001
10/9/2004,87.099998
13/09/2004,87.480003
14/09/2004,87.57
15/09/2004,87.370003
16/09/2004,88.360001
17/09/2004,87.919998
20/09/2004,88.5
21/09/2004,88.760002
22/09/2004,89.68
23/09/2004,89.32
24/09/2004,89.43
27/09/2004,89.82
28/09/2004,89.459999
29/09/2004,88.589996
30/09/2004,88.25
1/10/2004,87.449997
4/10/2004,87.580002
5/10/2004,87.580002
6/10/2004,87.18
7/10/2004,86.800003
8/10/2004,87.949997
11/10/2004,88.040001
12/10/2004,88.239998
13/10/2004,88.559998
14/10/2004,88.980003
15/10/2004,88.669998
18/10/2004,88.709999
19/10/2004,88.940002
20/10/2004,89.550003
21/10/2004,89.610001
22/10/2004,89.82
25/10/2004,89.889999
26/10/2004,89.620003
27/10/2004,88.739998
28/10/2004,89.029999
29/10/2004,89.440002
1/11/2004,88.519997
2/11/2004,88.650002
3/11/2004,88.690002
4/11/2004,88.779999
5/11/2004,87.809998
8/11/2004,87.5
9/11/2004,87.449997
10/11/2004,87.120003
11/11/2004,86.93
12/11/2004,87.870003
15/11/2004,87.949997
16/11/2004,87.949997
17/11/2004,88.699997
18/11/2004,88.970001
19/11/2004,88.260002
22/11/2004,88.720001
23/11/2004,88.830002
24/11/2004,88.830002
26/11/2004,88.25
29/11/2004,87.309998
30/11/2004,86.940002
1/12/2004,86.449997
2/12/2004,86.099998
3/12/2004,87.440002
6/12/2004,87.739998
7/12/2004,87.849998
8/12/2004,89.220001
9/12/2004,88.629997
10/12/2004,88.849998
13/12/2004,89.040001
14/12/2004,89.389999
15/12/2004,90.199997
16/12/2004,88.870003
17/12/2004,88.75
20/12/2004,88.910004
21/12/2004,89.18
22/12/2004,88.879997
23/12/2004,88.589996
27/12/2004,87.900002
28/12/2004,87.830002
29/12/2004,87.739998
30/12/2004,88.330002
31/12/2004,88.550003
3/1/2005,88.739998
4/1/2005,87.809998
5/1/2005,88.279999
6/1/2005,88.339996
7/1/2005,88.540001
10/1/2005,88.68
11/1/2005,89.199997
12/1/2005,89.32
13/01/2005,90.18
14/01/2005,90.169998
18/01/2005,90.470001
19/01/2005,90.730003
20/01/2005,90.910004
21/01/2005,91.010002
24/01/2005,91.400002
25/01/2005,90.540001
26/01/2005,90.709999
27/01/2005,90.540001
28/01/2005,91.449997
31/01/2005,91.709999
1/2/2005,91.220001
2/2/2005,91.43
3/2/2005,91.379997
4/2/2005,92.650002
7/2/2005,93.339996
8/2/2005,93.870003
9/2/2005,94.120003
10/2/2005,92.849998
11/2/2005,92.790001
14/02/2005,93.080002
15/02/2005,92.610001
16/02/2005,92.260002
17/02/2005,91.68
18/02/2005,90.860001
22/02/2005,90.459999
23/02/2005,90.760002
24/02/2005,90.559998
25/02/2005,91
28/02/2005,90.019997
1/3/2005,89.709999
2/3/2005,89.589996
3/3/2005,89.540001
4/3/2005,90.510002
7/3/2005,90.870003
8/3/2005,90.010002
9/3/2005,88.540001
10/3/2005,89.080002
11/3/2005,88.43
14/03/2005,88.959999
15/03/2005,88.400002
16/03/2005,88.940002
17/03/2005,89.230003
18/03/2005,88.669998
21/03/2005,88.419998
22/03/2005,87.669998
23/03/2005,88.089996
24/03/2005,88.269997
28/03/2005,87.730003
29/03/2005,88.25
30/03/2005,88.690002
31/03/2005,89.330002
1/4/2005,89.300003
4/4/2005,89.279999
5/4/2005,89.050003
6/4/2005,89.360001
7/4/2005,88.639999
8/4/2005,88.949997
11/4/2005,89.43
12/4/2005,90.260002
13/04/2005,90.040001
14/04/2005,89.900002
15/04/2005,91.089996
18/04/2005,91.019997
19/04/2005,91.900002
20/04/2005,91.669998
21/04/2005,90.709999
22/04/2005,91.470001
25/04/2005,91.739998
26/04/2005,91.599998
27/04/2005,91.919998
28/04/2005,92.599998
29/04/2005,92.440002
2/5/2005,92.089996
3/5/2005,92.339996
4/5/2005,91.529999
5/5/2005,91.739998
6/5/2005,91.059998
9/5/2005,91.150002
10/5/2005,91.800003
11/5/2005,92.080002
12/5/2005,92.440002
13/05/2005,92.800003
16/05/2005,92.690002
17/05/2005,92.949997
18/05/2005,93.57
19/05/2005,93.330002
20/05/2005,93.440002
23/05/2005,94.169998
24/05/2005,94.43
25/05/2005,93.769997
26/05/2005,93.739998
27/05/2005,93.839996
31/05/2005,95
1/6/2005,95.809998
2/6/2005,96.040001
3/6/2005,95.25
6/6/2005,95.75
7/6/2005,96.510002
8/6/2005,96.050003
9/6/2005,95.970001
10/6/2005,94.889999
13/06/2005,94.32
14/06/2005,93.699997
15/06/2005,93.870003
16/06/2005,94.339996
17/06/2005,94.330002
20/06/2005,94.169998
21/06/2005,94.860001
22/06/2005,96.010002
23/06/2005,95.910004
24/06/2005,96.389999
27/06/2005,96.650002
28/06/2005,95.989998
29/06/2005,95.839996
30/06/2005,96.699997
1/7/2005,95.199997
5/7/2005,94.300003
6/7/2005,94.82
7/7/2005,95.019997
8/7/2005,94.629997
11/7/2005,94.629997
12/7/2005,94.099998
13/07/2005,93.959999
14/07/2005,93.720001
15/07/2005,93.970001
18/07/2005,93.269997
19/07/2005,93.599998
20/07/2005,94.110001
21/07/2005,92.830002
22/07/2005,93.550003
25/07/2005,93.209999
26/07/2005,93.360001
27/07/2005,93.209999
28/07/2005,94.040001
29/07/2005,93.110001
1/8/2005,92.419998
2/8/2005,92.120003
3/8/2005,92.57
4/8/2005,92.379997
5/8/2005,91.660004
8/8/2005,91.489998
9/8/2005,91.830002
10/8/2005,91.730003
11/8/2005,92.370003
12/8/2005,93.309998
15/08/2005,93.07
16/08/2005,93.720001
17/08/2005,93.099998
18/08/2005,93.790001
19/08/2005,93.779999
22/08/2005,93.68
23/08/2005,94.110001
24/08/2005,94.199997
25/08/2005,94.5
26/08/2005,94.470001
29/08/2005,94.589996
30/08/2005,95.190002
31/08/2005,95.989998
1/9/2005,95.080002
2/9/2005,95.160004
6/9/2005,94.489998
7/9/2005,93.599998
8/9/2005,93.699997
9/9/2005,94
12/9/2005,93.349998
13/09/2005,93.839996
14/09/2005,93.480003
15/09/2005,92.709999
16/09/2005,92.099998
19/09/2005,92.300003
20/09/2005,92.540001
21/09/2005,93.400002
22/09/2005,93.309998
23/09/2005,92.610001
26/09/2005,92.190002
27/09/2005,92.32
28/09/2005,92.940002
29/09/2005,92.519997
30/09/2005,92.199997
3/10/2005,91.120003
4/10/2005,91.419998
5/10/2005,91.82
6/10/2005,91.470001
7/10/2005,91.839996
10/10/2005,91.779999
11/10/2005,91.589996
12/10/2005,90.699997
13/10/2005,90.370003
14/10/2005,90.230003
17/10/2005,90.209999
18/10/2005,90.309998
19/10/2005,90.349998
20/10/2005,90.589996
21/10/2005,91.43
24/10/2005,90.720001
25/10/2005,89.940002
26/10/2005,89.279999
27/10/2005,89.599998
28/10/2005,89.610001
31/10/2005,89.779999
1/11/2005,89.279999
2/11/2005,88.860001
3/11/2005,88.260002
4/11/2005,88.120003
7/11/2005,88.419998
8/11/2005,89.279999
9/11/2005,88.360001
10/11/2005,89.440002
11/11/2005,89.489998
14/11/2005,88.82
15/11/2005,89.400002
16/11/2005,90.339996
17/11/2005,90.559998
18/11/2005,90.139999
21/11/2005,90.410004
22/11/2005,90.529999
23/11/2005,90.18
25/11/2005,90.510002
28/11/2005,90.959999
29/11/2005,90.099998
30/11/2005,90
1/12/2005,89.470001
2/12/2005,89.5
5/12/2005,89.099998
6/12/2005,90.010002
7/12/2005,89.669998
8/12/2005,90.25
9/12/2005,89.540001
12/12/2005,89.370003
13/12/2005,89.699997
14/12/2005,90.620003
15/12/2005,90.400002
16/12/2005,90.699997
19/12/2005,90.790001
20/12/2005,90.68
21/12/2005,90.519997
22/12/2005,91.239998
23/12/2005,91.800003
27/12/2005,92.550003
28/12/2005,91.910004
29/12/2005,92.110001
30/12/2005,91.900002
3/1/2006,91.779999
4/1/2006,92
5/1/2006,91.889999
6/1/2006,91.720001
9/1/2006,91.779999
10/1/2006,91.040001
11/1/2006,90.889999
12/1/2006,91.5
13/01/2006,92.029999
17/01/2006,92.440002
18/01/2006,92.410004
19/01/2006,92.139999
20/01/2006,92.379997
23/01/2006,92.349998
24/01/2006,91.900002
25/01/2006,90.900002
26/01/2006,90.510002
27/01/2006,90.510002
30/01/2006,90.419998
31/01/2006,90.669998
1/2/2006,90.040001
2/2/2006,90.209999
3/2/2006,90.849998
6/2/2006,91.029999
7/2/2006,90.599998
8/2/2006,90.389999
9/2/2006,90.800003
10/2/2006,90.300003
13/02/2006,90.309998
14/02/2006,89.989998
15/02/2006,90.209999
16/02/2006,90.230003
17/02/2006,90.949997
21/02/2006,90.800003
22/02/2006,91.419998
23/02/2006,91.190002
24/02/2006,91.050003
27/02/2006,90.900002
28/02/2006,91.349998
1/3/2006,90.480003
2/3/2006,89.849998
3/3/2006,89.330002
6/3/2006,88.550003
7/3/2006,88.610001
8/3/2006,88.580002
9/3/2006,88.610001
10/3/2006,88.279999
13/03/2006,88.209999
14/03/2006,88.800003
15/03/2006,88.32
16/03/2006,89.120003
17/03/2006,88.849998
20/03/2006,88.989998
21/03/2006,88.529999
22/03/2006,88.720001
23/03/2006,88.440002
24/03/2006,89.089996
27/03/2006,88.760002
28/03/2006,87.93
29/03/2006,87.510002
30/03/2006,86.900002
31/03/2006,86.870003
3/4/2006,86.57
4/4/2006,86.480003
5/4/2006,86.599998
6/4/2006,85.940002
7/4/2006,85.099998
10/4/2006,85.260002
11/4/2006,85.559998
12/4/2006,85.040001
13/04/2006,84.440002
17/04/2006,84.75
18/04/2006,84.900002
19/04/2006,84.379997
20/04/2006,84.309998
21/04/2006,84.800003
24/04/2006,85.139999
25/04/2006,84.129997
26/04/2006,83.989998
27/04/2006,84.099998
28/04/2006,84.160004
1/5/2006,83.199997
2/5/2006,83.419998
3/5/2006,83.239998
4/5/2006,83.099998
5/5/2006,83.599998
8/5/2006,83.650002
9/5/2006,83.599998
10/5/2006,83.75
11/5/2006,83.339996
12/5/2006,82.650002
15/05/2006,82.980003
16/05/2006,83.599998
17/05/2006,83.080002
18/05/2006,84.209999
19/05/2006,84.43
22/05/2006,84.610001
23/05/2006,84.559998
24/05/2006,84.599998
25/05/2006,84.269997
26/05/2006,84.209999
30/05/2006,84.169998
31/05/2006,83.669998
1/6/2006,83.709999
2/6/2006,84.790001
5/6/2006,84.68
6/6/2006,85.080002
7/6/2006,85.099998
8/6/2006,85.269997
9/6/2006,85.720001
12/6/2006,85.790001
13/06/2006,85.849998
14/06/2006,84.989998
15/06/2006,84.5
16/06/2006,84.309998
19/06/2006,84.190002
20/06/2006,84.050003
21/06/2006,84.07
22/06/2006,83.589996
23/06/2006,83.419998
26/06/2006,83.260002
27/06/2006,83.669998
28/06/2006,83.230003
29/06/2006,83.510002
30/06/2006,84.32
3/7/2006,83.910004
5/7/2006,83.239998
6/7/2006,83.75
7/7/2006,84.290001
10/7/2006,84.370003
11/7/2006,84.639999
12/7/2006,84.660004
13/07/2006,84.989998
14/07/2006,85.040001
17/07/2006,85.169998
18/07/2006,84.440002
19/07/2006,85.239998
20/07/2006,85.489998
21/07/2006,85.330002
24/07/2006,85.279999
25/07/2006,85.029999
26/07/2006,85.339996
27/07/2006,85.209999
28/07/2006,85.699997
31/07/2006,85.809998
1/8/2006,85.459999
2/8/2006,85.779999
3/8/2006,85.800003
4/8/2006,86.32
7/8/2006,86.370003
8/8/2006,86.18
9/8/2006,85.900002
10/8/2006,85.769997
11/8/2006,85.400002
14/08/2006,85.25
15/08/2006,85.970001
16/08/2006,86.550003
17/08/2006,86.519997
18/08/2006,86.769997
21/08/2006,87.080002
22/08/2006,87.110001
23/08/2006,87.150002
24/08/2006,87.309998
25/08/2006,87.440002
28/08/2006,87.519997
29/08/2006,87.639999
30/08/2006,87.870003
31/08/2006,88.080002
1/9/2006,87.760002
5/9/2006,87.209999
6/9/2006,87.089996
7/9/2006,87.260002
8/9/2006,87.330002
11/9/2006,87.25
12/9/2006,87.690002
13/09/2006,87.730003
14/09/2006,87.529999
15/09/2006,87.459999
18/09/2006,87.32
19/09/2006,88.300003
20/09/2006,88.43
21/09/2006,89.239998
22/09/2006,89.68
25/09/2006,90.309998
26/09/2006,89.93
27/09/2006,89.669998
28/09/2006,89.519997
29/09/2006,89.410004
2/10/2006,89.300003
3/10/2006,89.18
4/10/2006,89.830002
5/10/2006,89.199997
6/10/2006,88.269997
9/10/2006,88.510002
10/10/2006,87.809998
11/10/2006,87.550003
12/10/2006,87.599998
13/10/2006,87.160004
16/10/2006,87.550003
17/10/2006,87.620003
18/10/2006,87.800003
19/10/2006,87.639999
20/10/2006,87.550003
23/10/2006,87.199997
24/10/2006,87.199997
25/10/2006,87.889999
26/10/2006,88.459999
27/10/2006,88.870003
30/10/2006,89.120003
31/10/2006,89.809998
1/11/2006,89.959999
2/11/2006,89.589996
3/11/2006,88.529999
6/11/2006,88.790001
7/11/2006,89.199997
8/11/2006,89.519997
9/11/2006,89.470001
10/11/2006,89.860001
13/11/2006,89.839996
14/11/2006,90.190002
15/11/2006,89.849998
16/11/2006,89.440002
17/11/2006,89.949997
20/11/2006,90.089996
21/11/2006,90.309998
22/11/2006,90.459999
24/11/2006,90.620003
27/11/2006,90.949997
28/11/2006,91.139999
29/11/2006,90.93
30/11/2006,91.529999
1/12/2006,91.419998
4/12/2006,91.580002
5/12/2006,91.150002
6/12/2006,90.970001
7/12/2006,90.900002
8/12/2006,90.239998
11/12/2006,90.629997
12/12/2006,90.82
13/12/2006,90.010002
14/12/2006,89.68
15/12/2006,89.730003
18/12/2006,89.760002
19/12/2006,89.639999
20/12/2006,89.629997
21/12/2006,90.080002
22/12/2006,89.389999
26/12/2006,89.660004
27/12/2006,88.699997
28/12/2006,88.5
29/12/2006,88.43
3/1/2007,89.059998
4/1/2007,89.599998
5/1/2007,89.209999
8/1/2007,89.370003
9/1/2007,89.370003
10/1/2007,88.970001
11/1/2007,88.449997
12/1/2007,88.040001
16/01/2007,88.230003
17/01/2007,87.959999
18/01/2007,88.230003
19/01/2007,87.989998
22/01/2007,88.199997
23/01/2007,87.620003
24/01/2007,87.610001
25/01/2007,86.980003
26/01/2007,86.910004
29/01/2007,86.720001
30/01/2007,86.82
31/01/2007,87.550003
1/2/2007,87.089996
2/2/2007,87.199997
5/2/2007,87.32
6/2/2007,87.800003
7/2/2007,88.059998
8/2/2007,88.129997
9/2/2007,87.629997
12/2/2007,87.43
13/02/2007,87.239998
14/02/2007,88.07
15/02/2007,88.330002
16/02/2007,88.639999
20/02/2007,88.839996
21/02/2007,88.690002
22/02/2007,88.209999
23/02/2007,88.839996
26/02/2007,89.43
27/02/2007,90.559998
28/02/2007,90.150002
1/3/2007,89.75
2/3/2007,90.199997
5/3/2007,90.349998
6/3/2007,90.080002
7/3/2007,90.43
8/3/2007,90.349998
9/3/2007,89.400002
12/3/2007,89.75
13/03/2007,90.290001
14/03/2007,89.879997
15/03/2007,89.870003
16/03/2007,89.849998
19/03/2007,89.660004
20/03/2007,89.709999
21/03/2007,89.75
22/03/2007,89.040001
23/03/2007,88.790001
26/03/2007,88.900002
27/03/2007,88.75
28/03/2007,88.57
29/03/2007,88.449997
30/03/2007,88.279999
2/4/2007,88.099998
3/4/2007,87.989998
4/4/2007,88.080002
5/4/2007,87.75
