Date,3xQQQ Close
14/09/1999,56.56591985
15/09/1999,53.28908374
16/09/1999,53.20785039
17/09/1999,57.99574541
20/09/1999,58.40366355
21/09/1999,54.19756308
22/09/1999,55.92029087
23/09/1999,48.96864213
24/09/1999,49.15992589
27/09/1999,50.19554461
28/09/1999,50.89558578
29/09/1999,47.83400042
30/09/1999,49.33979267
01/10/1999,49.39743384
04/10/1999,52.72392384
05/10/1999,53.8479872
06/10/1999,57.08456737
07/10/1999,56.68261168
08/10/1999,58.4723686
11/10/1999,60.94424163
12/10/1999,56.79096078
13/10/1999,51.73538564
14/10/1999,52.70443656
15/10/1999,48.03932183
18/10/1999,46.21528302
19/10/1999,46.96650159
20/10/1999,51.26312161
21/10/1999,53.77396838
22/10/1999,53.04510435
25/10/1999,53.12535413
26/10/1999,51.84006331
27/10/1999,51.60298985
28/10/1999,56.96024681
29/10/1999,62.92804443
01/11/1999,61.94105514
02/11/1999,62.05203552
03/11/1999,65.76315616
04/11/1999,67.97989177
05/11/1999,70.05705513
08/11/1999,74.29515379
09/11/1999,72.79323019
10/11/1999,75.65754997
11/11/1999,79.710633
12/11/1999,82.85710536
15/11/1999,82.37287552
16/11/1999,88.6432896
17/11/1999,85.0435621
18/11/1999,92.86596522
19/11/1999,95.35810367
22/11/1999,90.99325851
23/11/1999,92.25070304
24/11/1999,101.3642573
26/11/1999,102.3459934
29/11/1999,97.28221338
30/11/1999,86.18129823
01/12/1999,91.78747962
02/12/1999,100.5250536
03/12/1999,106.9415444
06/12/1999,109.8558282
07/12/1999,109.8558282
08/12/1999,105.8571621
09/12/1999,107.3670107
10/12/1999,110.0342511
13/12/1999,114.5203973
14/12/1999,108.3232367
15/12/1999,114.5800209
16/12/1999,123.0608859
17/12/1999,126.2554688
20/12/1999,131.2001999
21/12/1999,152.3584059
22/12/1999,150.9210625
23/12/1999,156.3167682
27/12/1999,153.5553705
28/12/1999,150.6661754
29/12/1999,167.7825291
30/12/1999,162.3409335
31/12/1999,161.6756019
03/01/2000,179.5904086
04/01/2000,142.6298496
05/01/2000,131.7204843
06/01/2000,104.5818526
07/01/2000,143.386902
10/01/2000,155.3358105
11/01/2000,132.6651787
12/01/2000,123.9024929
13/01/2000,146.3075189
14/01/2000,156.5290031
18/01/2000,159.0435252
19/01/2000,169.8440842
20/01/2000,164.8681833
21/01/2000,171.0466753
24/01/2000,146.3892975
25/01/2000,152.9798115
26/01/2000,134.4741892
27/01/2000,140.406874
28/01/2000,119.1859593
31/01/2000,134.5172927
01/02/2000,145.3442943
02/02/2000,149.0432499
03/02/2000,166.4951513
04/02/2000,169.8919112
07/02/2000,176.9411413
08/02/2000,199.1710563
09/02/2000,178.0652318
10/02/2000,195.6019592
11/02/2000,181.9719938
14/02/2000,181.2887448
15/02/2000,185.2075804
16/02/2000,182.6152504
17/02/2000,194.2569726
18/02/2000,173.2144486
22/02/2000,174.8641101
23/02/2000,204.0819107
24/02/2000,217.2958474
25/02/2000,202.375886
28/02/2000,202.0112448
29/02/2000,218.0361753
01/03/2000,223.3977206
02/03/2000,207.8785876
03/03/2000,243.0528093
06/03/2000,248.7974452
07/03/2000,237.5452995
08/03/2000,244.0091171
09/03/2000,268.6841964
10/03/2000,265.1796199
13/03/2000,244.335807
14/03/2000,217.2178195
15/03/2000,189.9075465
16/03/2000,222.4433473
17/03/2000,235.0996067
20/03/2000,215.209623
21/03/2000,239.5659065
22/03/2000,254.0363304
23/03/2000,267.4066636
24/03/2000,278.2124286
27/03/2000,279.5435885
28/03/2000,258.1771996
29/03/2000,226.1159787
30/03/2000,209.1572803
31/03/2000,222.3210252
03/04/2000,182.3489231
04/04/2000,177.0345647
05/04/2000,167.591274
06/04/2000,179.5172448
07/04/2000,201.1906682
10/04/2000,164.3961263
11/04/2000,152.6975256
12/04/2000,125.7509034
13/04/2000,109.3486117
14/04/2000,80.92418563
17/04/2000,108.8637956
18/04/2000,117.5182396
19/04/2000,106.7404119
20/04/2000,99.783959
24/04/2000,91.20654132
25/04/2000,109.6698124
26/04/2000,98.41871248
27/04/2000,111.5130476
28/04/2000,124.344686
01/05/2000,127.7895915
02/05/2000,105.7396228
03/05/2000,102.2198573
04/05/2000,102.8650036
05/05/2000,110.2073622
08/05/2000,97.32598218
09/05/2000,91.09601177
10/05/2000,71.23496269
11/05/2000,84.29842764
12/05/2000,84.29842764
15/05/2000,95.31823687
16/05/2000,103.4132039
17/05/2000,97.00770607
18/05/2000,86.57750296
19/05/2000,74.27239139
22/05/2000,74.10191153
23/05/2000,55.54806385
24/05/2000,65.98942923
25/05/2000,61.63163674
26/05/2000,61.63163674
30/05/2000,80.21030537
31/05/2000,73.35522448
01/06/2000,84.60670253
02/06/2000,102.7626473
05/06/2000,103.5343961
06/06/2000,94.89934827
07/06/2000,102.504296
08/06/2000,101.0682786
09/06/2000,102.6940417
12/06/2000,92.83541374
13/06/2000,103.5767013
14/06/2000,96.57085013
15/06/2000,101.6811122
16/06/2000,103.30801
19/06/2000,115.6392048
20/06/2000,114.311714
21/06/2000,118.7026889
22/06/2000,105.6468938
23/06/2000,93.1689142
26/06/2000,100.8057105
27/06/2000,97.18635649
28/06/2000,100.7180276
29/06/2000,93.13404047
30/06/2000,98.61251343
03/07/2000,104.3511681
05/07/2000,92.23164264
06/07/2000,99.5975827
07/07/2000,105.7562098
10/07/2000,100.9506752
11/07/2000,102.6034149
12/07/2000,109.8936575
13/07/2000,114.1312022
14/07/2000,121.5178663
17/07/2000,125.5936208
18/07/2000,117.2618572
19/07/2000,109.3069071
20/07/2000,119.8442054
21/07/2000,107.7553129
24/07/2000,101.0900358
25/07/2000,103.4842735
26/07/2000,103.0789826
27/07/2000,90.9520435
28/07/2000,76.10273027
31/07/2000,82.83700065
01/08/2000,79.53741362
02/08/2000,75.31269265
03/08/2000,85.08651
04/08/2000,84.20447984
07/08/2000,90.16069131
08/08/2000,95.65829444
09/08/2000,88.03611958
10/08/2000,82.81160225
11/08/2000,86.2692892
14/08/2000,91.77583957
15/08/2000,91.77583957
16/08/2000,94.55131859
17/08/2000,100.024349
18/08/2000,98.45738793
21/08/2000,99.23264295
22/08/2000,99.23264295
23/08/2000,104.1033551
24/08/2000,108.9297824
25/08/2000,107.1683941
28/08/2000,108.7057156
29/08/2000,110.3611326
30/08/2000,109.943098
31/08/2000,119.1166056
01/09/2000,122.6329629
05/09/2000,111.4301953
06/09/2000,99.67122996
07/09/2000,106.2900226
08/09/2000,96.54112878
11/09/2000,89.50035001
12/09/2000,85.34174789
13/09/2000,91.29582332
14/09/2000,89.83118444
15/09/2000,84.94118045
18/09/2000,80.92958466
19/09/2000,89.87798797
20/09/2000,94.03733148
21/09/2000,73.54042303
22/09/2000,86.58284849
25/09/2000,79.68300481
26/09/2000,76.95809376
27/09/2000,77.28076921
28/09/2000,82.45798752
29/09/2000,74.8594699
02/10/2000,69.79854799
03/10/2000,63.16064573
04/10/2000,66.82621892
05/10/2000,67.41155807
06/10/2000,60.6409649
09/10/2000,59.81902411
10/10/2000,50.45250521
11/10/2000,48.03658317
12/10/2000,44.4133859
13/10/2000,55.27656015
16/10/2000,56.80729567
17/10/2000,49.01361181
18/10/2000,48.54383278
19/10/2000,61.73001813
20/10/2000,64.45140027
23/10/2000,64.1713797
24/10/2000,55.93473415
25/10/2000,46.52752887
26/10/2000,50.1123144
27/10/2000,49.81822804
30/10/2000,44.28178443
31/10/2000,52.82628507
01/11/2000,51.4624395
02/11/2000,53.36845578
03/11/2000,55.44299179
06/11/2000,54.19145699
07/11/2000,53.5751781
08/11/2000,41.00702844
09/11/2000,40.98163709
10/11/2000,34.58565905
13/11/2000,34.74382517
14/11/2000,40.52313073
15/11/2000,42.97756016
16/11/2000,35.47905208
17/11/2000,35.41058908
20/11/2000,31.0801802
21/11/2000,30.93419859
22/11/2000,26.7763762
24/11/2000,31.37307117
27/11/2000,30.2038884
28/11/2000,24.85104295
29/11/2000,21.98566845
30/11/2000,22.03479234
01/12/2000,23.10072747
04/12/2000,24.18357407
05/12/2000,30.53176227
06/12/2000,27.04935967
07/12/2000,25.25932852
08/12/2000,26.96860639
11/12/2000,34.55352693
12/12/2000,30.7642536
13/12/2000,27.00089855
14/12/2000,23.04191252
15/12/2000,21.45585353
18/12/2000,21.58181744
19/12/2000,16.65003494
20/12/2000,13.78556011
21/12/2000,14.02903931
22/12/2000,17.36034965
26/12/2000,17.68316606
27/12/2000,18.28228771
28/12/2000,18.17092352
29/12/2000,15.45360332
02/01/2001,11.53229284
03/01/2001,17.35913554
04/01/2001,16.42080389
05/01/2001,12.65456446
08/01/2001,13.07358978
09/01/2001,13.07358978
10/01/2001,15.08600916
11/01/2001,16.40192274
12/01/2001,17.03499392
16/01/2001,16.42402527
17/01/2001,17.92690432
18/01/2001,20.18969361
19/01/2001,19.96220411
22/01/2001,20.01864766
23/01/2001,21.27688187
24/01/2001,20.67345635
25/01/2001,18.24807879
26/01/2001,19.1366117
29/01/2001,20.40934463
30/01/2001,20.18088182
31/01/2001,17.95872003
01/02/2001,18.67092345
02/02/2001,15.57581777
05/02/2001,15.53785959
06/02/2001,15.61365251
07/02/2001,14.85324733
08/02/2001,13.52233971
09/02/2001,11.87316241
12/02/2001,12.3026172
13/02/2001,11.1193404
14/02/2001,12.4476242
15/02/2001,13.065131
16/02/2001,10.87045686
20/02/2001,9.604570786
21/02/2001,8.794370986
22/02/2001,8.538224258
23/02/2001,8.628628986
26/02/2001,9.119237859
27/02/2001,7.466757529
28/02/2001,6.758177935
01/03/2001,7.335007851
02/03/2001,6.388071245
05/03/2001,6.736883728
06/03/2001,7.523208988
07/03/2001,7.532344661
08/03/2001,7.111680418
09/03/2001,5.616027161
12/03/2001,4.570026864
13/03/2001,5.266875597
14/03/2001,5.018046479
15/03/2001,4.467495782
16/03/2001,4.16542281
19/03/2001,4.790235306
20/03/2001,3.82355116
21/03/2001,3.82355116
22/03/2001,4.520034776
23/03/2001,4.520034776
26/03/2001,4.206378783
27/03/2001,4.641000723
28/03/2001,3.49818815
29/03/2001,3.299928121
30/03/2001,3.35076167
02/04/2001,2.901425837
03/04/2001,2.263732347
04/04/2001,2.144210218
05/04/2001,2.760080686
06/04/2001,2.458254663
09/04/2001,2.683907665
10/04/2001,3.281538943
11/04/2001,3.578361815
12/04/2001,4.049657988
16/04/2001,3.325829199
17/04/2001,3.573717089
18/04/2001,4.691315628
19/04/2001,5.541005085
20/04/2001,5.575422299
23/04/2001,4.452274258
24/04/2001,4.200816032
25/04/2001,4.428399465
26/04/2001,4.089642504
27/04/2001,4.424630557
30/04/2001,4.71862593
01/05/2001,5.301423853
02/05/2001,5.609248801
03/05/2001,4.860279753
04/05/2001,5.296459338
07/05/2001,4.966804199
08/05/2001,5.2824909
09/05/2001,4.739993782
10/05/2001,4.50172157
11/05/2001,4.436806784
14/05/2001,4.223489687
15/05/2001,4.316780185
16/05/2001,4.890438656
17/05/2001,5.123810586
18/05/2001,5.168737204
21/05/2001,6.140295592
22/05/2001,6.08617066
23/05/2001,5.279065545
24/05/2001,5.685982194
25/05/2001,5.374905425
29/05/2001,4.430264025
30/05/2001,3.94324265
31/05/2001,4.023119274
01/06/2001,4.379290529
04/06/2001,4.316526308
05/06/2001,4.887289923
06/06/2001,4.773917661
07/06/2001,5.141915828
08/06/2001,4.714301764
11/06/2001,4.326006864
12/06/2001,4.255550724
13/06/2001,3.907115887
14/06/2001,3.301973608
15/06/2001,3.384034022
18/06/2001,3.248196268
19/06/2001,3.199508332
20/06/2001,3.4175523
21/06/2001,3.55658715
22/06/2001,3.531974581
25/06/2001,3.558923996
26/06/2001,3.595858584
27/06/2001,3.665280641
28/06/2001,3.805898096
29/06/2001,4.153449894
02/07/2001,4.085286057
03/07/2001,4.136520127
05/07/2001,3.541057528
06/07/2001,3.100972382
09/07/2001,3.181380853
10/07/2001,2.838328321
11/07/2001,2.943451592
12/07/2001,3.503424879
13/07/2001,3.394948233
16/07/2001,3.206120513
17/07/2001,3.421880927
18/07/2001,3.030696627
19/07/2001,3.246810463
20/07/2001,3.020661352
23/07/2001,2.794383512
24/07/2001,2.699425601
25/07/2001,2.770020385
26/07/2001,2.893131991
27/07/2001,3.072633523
30/07/2001,3.017699672
31/07/2001,3.030725062
01/08/2001,3.322475908
02/08/2001,3.509799267
03/08/2001,3.334748927
06/08/2001,3.177201734
07/08/2001,3.127861436
08/08/2001,2.732810086
09/08/2001,2.767222845
10/08/2001,2.687615208
13/08/2001,2.851754372
14/08/2001,2.74767574
15/08/2001,2.443130384
16/08/2001,2.529359082
17/08/2001,2.184097165
20/08/2001,2.274330171
21/08/2001,1.990930087
22/08/2001,2.153720777
23/08/2001,2.090292185
24/08/2001,2.422991255
27/08/2001,2.432239128
28/08/2001,2.204158937
29/08/2001,2.107019013
30/08/2001,1.873092282
31/08/2001,1.944557152
04/09/2001,1.759816265
05/09/2001,1.738978443
06/09/2001,1.527820303
07/09/2001,1.500779102
10/09/2001,1.554218905
17/09/2001,1.157688369
18/09/2001,1.079766928
19/09/2001,1.023477332
20/09/2001,0.921027146
21/09/2001,0.846633011
24/09/2001,0.974574001
25/09/2001,0.983460694
26/09/2001,0.88114095
27/09/2001,0.863622626
28/09/2001,0.909108369
01/10/2001,0.885580719
02/10/2001,0.893903267
03/10/2001,1.096752933
04/10/2001,1.128594041
05/10/2001,1.178353249
08/10/2001,1.189483901
09/10/2001,1.103240608
10/10/2001,1.253343785
11/10/2001,1.507869101
12/10/2001,1.488314342
15/10/2001,1.468930027
16/10/2001,1.540668082
17/10/2001,1.208825355
18/10/2001,1.307170577
19/10/2001,1.333054788
22/10/2001,1.440335147
23/10/2001,1.462912243
24/10/2001,1.557961404
25/10/2001,1.745550608
26/10/2001,1.633133209
29/10/2001,1.365102021
30/10/2001,1.285698321
31/10/2001,1.345784995
01/11/2001,1.517283012
02/11/2001,1.550771174
05/11/2001,1.702363421
06/11/2001,1.901034383
07/11/2001,1.893567634
08/11/2001,1.835479838
09/11/2001,1.83256252
12/11/2001,1.871904572
13/11/2001,2.072888158
14/11/2001,2.117126308
15/11/2001,2.091490225
16/11/2001,2.074008005
19/11/2001,2.251012977
20/11/2001,1.939128501
21/11/2001,1.909002065
23/11/2001,2.03719653
26/11/2001,2.188119344
27/11/2001,2.179965025
28/11/2001,1.944073131
29/11/2001,2.124683946
30/11/2001,2.076818887
03/12/2001,1.96996601
04/12/2001,2.25203981
05/12/2001,2.586287509
06/12/2001,2.59715209
07/12/2001,2.382891582
10/12/2001,2.257836883
11/12/2001,2.295834626
12/12/2001,2.350961552
13/12/2001,2.045494439
14/12/2001,2.099513244
17/12/2001,2.20786477
18/12/2001,2.282542388
19/12/2001,2.158070245
20/12/2001,1.883184449
21/12/2001,1.983679063
24/12/2001,1.959561384
26/12/2001,2.014879473
27/12/2001,2.063614124
28/12/2001,2.113129106
31/12/2001,1.889922009
02/01/2002,2.064780012
03/01/2002,2.279442845
04/01/2002,2.307454946
07/01/2002,2.231038314
08/01/2002,2.276514953
09/01/2002,2.213964128
10/01/2002,2.257586383
11/01/2002,2.170839583
14/01/2002,2.028951322
15/01/2002,2.086834471
16/01/2002,1.844732548
17/01/2002,1.968888522
18/01/2002,1.810979897
22/01/2002,1.643444593
23/01/2002,1.779226242
24/01/2002,1.850061808
25/01/2002,1.834383745
28/01/2002,1.865562646
29/01/2002,1.712209236
30/01/2002,1.751430459
31/01/2002,1.784381058
01/02/2002,1.732948761
04/02/2002,1.566650968
05/02/2002,1.488997736
06/02/2002,1.458241794
07/02/2002,1.352694935
08/02/2002,1.465707699
11/02/2002,1.521629455
12/02/2002,1.484243108
13/02/2002,1.560232306
14/02/2002,1.551364951
15/02/2002,1.412549509
19/02/2002,1.282269764
20/02/2002,1.334403791
21/02/2002,1.144208325
22/02/2002,1.161638227
25/02/2002,1.302484282
26/02/2002,1.287975365
27/02/2002,1.234802183
28/02/2002,1.168036397
01/03/2002,1.371353884
04/03/2002,1.533660168
05/03/2002,1.56709883
06/03/2002,1.589713298
07/03/2002,1.599860659
08/03/2002,1.72596407
11/03/2002,1.707218279
12/03/2002,1.636767409
13/03/2002,1.517886666
14/03/2002,1.490869144
15/03/2002,1.535764973
18/03/2002,1.561752814
19/03/2002,1.554244637
20/03/2002,1.389589511
21/03/2002,1.500571583
22/03/2002,1.459226823
25/03/2002,1.32555731
26/03/2002,1.362460959
27/03/2002,1.330572994
28/03/2002,1.381015945
01/04/2002,1.460292117
02/04/2002,1.262407635
03/04/2002,1.255931796
04/04/2002,1.22689073
05/04/2002,1.185594454
08/04/2002,1.230093054
09/04/2002,1.101781726
10/04/2002,1.12638239
11/04/2002,1.04250285
12/04/2002,1.091784803
15/04/2002,1.118167529
16/04/2002,1.258145289
17/04/2002,1.238844089
18/04/2002,1.167739462
19/04/2002,1.178958022
22/04/2002,1.089663855
23/04/2002,1.03321784
24/04/2002,0.985328801
25/04/2002,0.978052345
26/04/2002,0.85315635
29/04/2002,0.859752919
30/04/2002,0.910310285
01/05/2002,0.895678675
02/05/2002,0.806281171
03/05/2002,0.745235301
06/05/2002,0.687350439
07/05/2002,0.668132291
08/05/2002,0.882539824
09/05/2002,0.81420349
10/05/2002,0.704502898
13/05/2002,0.790301701
14/05/2002,0.929812047
15/05/2002,0.950366774
16/05/2002,0.954711639
17/05/2002,0.960812874
20/05/2002,0.897789531
21/05/2002,0.824204875
22/05/2002,0.829729389
23/05/2002,0.879671621
24/05/2002,0.814582043
28/05/2002,0.803630556
29/05/2002,0.740063715
30/05/2002,0.759127443
31/05/2002,0.721842206
03/06/2002,0.645428747
04/06/2002,0.670818351
05/06/2002,0.691381514
06/06/2002,0.636835499
07/06/2002,0.5984666
10/06/2002,0.595294579
11/06/2002,0.545352988
12/06/2002,0.569184994
13/06/2002,0.558152632
14/06/2002,0.554523087
17/06/2002,0.611139732
18/06/2002,0.640669658
19/06/2002,0.529402426
20/06/2002,0.478282309
21/06/2002,0.44357707
24/06/2002,0.469861846
25/06/2002,0.423286045
26/06/2002,0.432762649
27/06/2002,0.461107286
28/06/2002,0.455301715
01/07/2002,0.389884802
02/07/2002,0.34752312
03/07/2002,0.382347939
05/07/2002,0.456036814
08/07/2002,0.406173967
09/07/2002,0.371606017
10/07/2002,0.337248283
11/07/2002,0.375347419
12/07/2002,0.375347419
15/07/2002,0.410309261
16/07/2002,0.392016288
17/07/2002,0.413492322
18/07/2002,0.36899958
19/07/2002,0.335874669
22/07/2002,0.311093586
23/07/2002,0.271209793
24/07/2002,0.315523573
25/07/2002,0.26062083
26/07/2002,0.275379583
29/07/2002,0.317652232
30/07/2002,0.336847291
31/07/2002,0.317725601
01/08/2002,0.272964259
02/08/2002,0.255671319
05/08/2002,0.227748598
06/08/2002,0.26152844
07/08/2002,0.271989543
08/08/2002,0.299546415
09/08/2002,0.290396079
12/08/2002,0.293010018
13/08/2002,0.262957708
14/08/2002,0.313222225
15/08/2002,0.332375164
16/08/2002,0.339285532
19/08/2002,0.36401071
20/08/2002,0.35926283
21/08/2002,0.38322315
22/08/2002,0.401528567
23/08/2002,0.355021244
26/08/2002,0.35925609
27/08/2002,0.321694308
28/08/2002,0.28644914
29/08/2002,0.297794905
30/08/2002,0.286528983
03/09/2002,0.255424267
04/09/2002,0.258470439
05/09/2002,0.239366596
06/09/2002,0.26139221
09/09/2002,0.269285454
10/09/2002,0.289236846
11/09/2002,0.28189895
12/09/2002,0.258818027
13/09/2002,0.264945274
16/09/2002,0.253536148
17/09/2002,0.237424407
18/09/2002,0.229396079
19/09/2002,0.218412683
20/09/2002,0.221145371
23/09/2002,0.20124535
24/09/2002,0.201532598
25/09/2002,0.22568201
26/09/2002,0.217323386
27/09/2002,0.208570053
30/09/2002,0.191246308
01/10/2002,0.226135866
02/10/2002,0.203604585
03/10/2002,0.188945055
04/10/2002,0.178286149
07/10/2002,0.173292385
08/10/2002,0.174323913
09/10/2002,0.170699305
10/10/2002,0.196738208
11/10/2002,0.228656808
14/10/2002,0.236683496
15/10/2002,0.27079621
16/10/2002,0.243900559
17/10/2002,0.268633167
18/10/2002,0.277530572
21/10/2002,0.294315356
22/10/2002,0.288862755
23/10/2002,0.305376073
24/10/2002,0.282286662
25/10/2002,0.307713686
28/10/2002,0.299865082
29/10/2002,0.278927177
30/10/2002,0.301315945
31/10/2002,0.300947888
01/11/2002,0.326690923
04/11/2002,0.351920519
05/11/2002,0.360073118
06/11/2002,0.375386531
07/11/2002,0.335819995
08/11/2002,0.317280168
11/11/2002,0.288424973
12/11/2002,0.310492901
13/11/2002,0.321702031
14/11/2002,0.354981552
15/11/2002,0.368854435
18/11/2002,0.352532124
19/11/2002,0.336292681
20/11/2002,0.379165081
21/11/2002,0.421278779
22/11/2002,0.420822968
25/11/2002,0.433119789
26/11/2002,0.389482808
27/11/2002,0.426631305
29/11/2002,0.417918259
02/12/2002,0.430582494
03/12/2002,0.392291408
04/12/2002,0.366302283
05/12/2002,0.350999519
06/12/2002,0.36185095
09/12/2002,0.310587591
10/12/2002,0.324626877
11/12/2002,0.329191905
12/12/2002,0.334567588
13/12/2002,0.302740974
16/12/2002,0.332120353
17/12/2002,0.335203869
18/12/2002,0.31387385
19/12/2002,0.302001552
20/12/2002,0.311401478
23/12/2002,0.324315046
24/12/2002,0.312186396
26/12/2002,0.309600273
27/12/2002,0.292699589
30/12/2002,0.285977605
31/12/2002,0.276921137
02/01/2003,0.312033383
03/01/2003,0.322352597
06/01/2003,0.346453726
07/01/2003,0.35948523
08/01/2003,0.329134695
09/01/2003,0.359633701
10/01/2003,0.375796972
13/01/2003,0.369140831
14/01/2003,0.37489577
15/01/2003,0.36077488
16/01/2003,0.348632161
17/01/2003,0.303932272
21/01/2003,0.293845298
22/01/2003,0.290323346
23/01/2003,0.310586588
24/01/2003,0.285384148
27/01/2003,0.27538079
28/01/2003,0.283800504
29/01/2003,0.296513083
30/01/2003,0.273523003
31/01/2003,0.271513479
03/02/2003,0.273179854
04/02/2003,0.263140612
05/02/2003,0.259550815
06/02/2003,0.263754471
07/02/2003,0.250681139
10/02/2003,0.257314061
11/02/2003,0.261491933
12/02/2003,0.250772388
13/02/2003,0.25456243
14/02/2003,0.272107427
18/02/2003,0.297440417
19/02/2003,0.29143271
20/02/2003,0.287946673
21/02/2003,0.294517113
24/02/2003,0.279422672
25/02/2003,0.280439166
26/02/2003,0.261758283
27/02/2003,0.279590734
28/02/2003,0.292797079
03/03/2003,0.274991851
04/03/2003,0.269971716
05/03/2003,0.271624571
06/03/2003,0.269633059
07/03/2003,0.271284581
10/03/2003,0.25370743
11/03/2003,0.247050352
12/03/2003,0.260440928
13/03/2003,0.305263027
14/03/2003,0.308837464
17/03/2003,0.34053777
18/03/2003,0.35321192
19/03/2003,0.344161969
20/03/2003,0.34802888
21/03/2003,0.362443549
24/03/2003,0.317221519
25/03/2003,0.330743597
26/03/2003,0.3363791
27/03/2003,0.329160197
28/03/2003,0.318300495
31/03/2003,0.287910608
01/04/2003,0.294752083
02/04/2003,0.319073437
03/04/2003,0.331153081
04/04/2003,0.315020586
07/04/2003,0.316471773
08/04/2003,0.315380037
09/04/2003,0.293596303
10/04/2003,0.304320791
11/04/2003,0.295109684
14/04/2003,0.313156411
15/04/2003,0.322179357
16/04/2003,0.319972576
17/04/2003,0.341938694
21/04/2003,0.345763512
22/04/2003,0.365415004
23/04/2003,0.373408001
24/04/2003,0.367326478
25/04/2003,0.346072912
28/04/2003,0.366490532
29/04/2003,0.376493003
30/04/2003,0.365088279
01/05/2003,0.374664365
02/05/2003,0.398613657
05/05/2003,0.397345042
06/05/2003,0.412535621
07/05/2003,0.398693112
08/05/2003,0.376707872
09/05/2003,0.402753213
12/05/2003,0.421040846
13/05/2003,0.413157279
14/05/2003,0.410562432
15/05/2003,0.424343549
16/05/2003,0.414659404
19/05/2003,0.370881775
20/05/2003,0.374096311
21/05/2003,0.370863254
22/05/2003,0.386935294
23/05/2003,0.387348539
27/05/2003,0.428702476
28/05/2003,0.432680172
29/05/2003,0.438016323
30/05/2003,0.459536151
02/06/2003,0.449817818
03/06/2003,0.462591595
04/06/2003,0.488618134
05/06/2003,0.499219268
06/06/2003,0.47429089
09/06/2003,0.455401157
10/06/2003,0.476080321
11/06/2003,0.492170511
12/06/2003,0.498459715
13/06/2003,0.46479534
16/06/2003,0.507613603
17/06/2003,0.501695877
18/06/2003,0.509524682
19/06/2003,0.484806473
20/06/2003,0.482893973
